snapshot_id,date,slot,source_type,product_name,canonical_product_name,target_top20_next_1d,target_top20_next_3d,target_top20_next_7d,target_rank_50_next_3d,target_rank_50_next_7d,target_search_up_next_3d,target_click_up_next_3d,target_search_up_next_7d,target_click_up_next_7d,target_interest_confirmed_next_3d,target_priority_success_next_7d,label_status_1d,label_status_3d,label_status_7d,label_status,label_created_at
2026-04-23|pm|rising|카라향,2026-04-23,pm,rising,카라향,카라향,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|병아리콩,2026-04-23,pm,rising,병아리콩,병아리콩,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|오이,2026-04-23,pm,rising,오이,오이,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|견과류,2026-04-23,pm,rising,견과류,견과류,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|아몬드,2026-04-23,pm,rising,아몬드,아몬드,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|쑥떡,2026-04-23,pm,rising,쑥떡,쑥떡,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|참기름,2026-04-23,pm,rising,참기름,참기름,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|냉동블루베리,2026-04-23,pm,rising,냉동블루베리,냉동블루베리,0.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|토마토,2026-04-23,pm,rising,토마토,토마토,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|오트밀,2026-04-23,pm,rising,오트밀,오트밀,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|호두,2026-04-23,pm,rising,호두,호두,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|삼겹살,2026-04-23,pm,rising,삼겹살,삼겹살,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|가죽나물,2026-04-23,pm,rising,가죽나물,가죽나물,0.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|두쫀쿠,2026-04-23,pm,rising,두쫀쿠,두바이쫀득쿠키,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|킹크랩,2026-04-23,pm,rising,킹크랩,킹크랩,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|양배추즙,2026-04-23,pm,rising,양배추즙,양배추즙,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|알쭈꾸미,2026-04-23,pm,rising,알쭈꾸미,알쭈꾸미,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|멍게,2026-04-23,pm,rising,멍게,멍게,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|갯가재,2026-04-23,pm,rising,갯가재,갯가재,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|취나물,2026-04-23,pm,rising,취나물,취나물,0.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|쑥,2026-04-23,pm,rising,쑥,쑥,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|가시오가피순,2026-04-23,pm,rising,가시오가피순,가시오가피순,0.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|땅콩버터,2026-04-23,pm,rising,땅콩버터,땅콩버터,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|닭다리살,2026-04-23,pm,rising,닭다리살,닭다리살,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|당근,2026-04-23,pm,rising,당근,당근,0.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|장어,2026-04-23,pm,rising,장어,장어,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|진미채,2026-04-23,pm,rising,진미채,진미채,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|홍게,2026-04-23,pm,rising,홍게,홍게,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|땅콩,2026-04-23,pm,rising,땅콩,땅콩,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|복숭아,2026-04-23,pm,rising,복숭아,복숭아,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|전복,2026-04-23,pm,rising,전복,전복,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|곱창김,2026-04-23,pm,rising,곱창김,곱창김,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|김치,2026-04-23,pm,rising,김치,김치,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|버터,2026-04-23,pm,rising,버터,버터,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|두부면,2026-04-23,pm,rising,두부면,두부면,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|바지락,2026-04-23,pm,rising,바지락,바지락,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|낫또,2026-04-23,pm,rising,낫또,낫또,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|열무김치,2026-04-23,pm,rising,열무김치,열무김치,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|갑오징어,2026-04-23,pm,rising,갑오징어,갑오징어,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|수향미,2026-04-23,pm,rising,수향미,수향미,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|홍어,2026-04-23,pm,rising,홍어,홍어,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|육포,2026-04-23,pm,rising,육포,육포,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|쌀,2026-04-23,pm,rising,쌀,쌀,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|옻순,2026-04-23,pm,rising,옻순,옻순,0.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|체리,2026-04-23,pm,rising,체리,체리,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|꿀,2026-04-23,pm,rising,꿀,꿀,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|보이차,2026-04-23,pm,rising,보이차,보이차,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|문어,2026-04-23,pm,rising,문어,문어,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|양파,2026-04-23,pm,rising,양파,양파,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|파로,2026-04-23,pm,rising,파로,파로,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|딸기,2026-04-23,pm,rising,딸기,딸기,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|천혜향,2026-04-23,pm,rising,천혜향,천혜향,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|냉면,2026-04-23,pm,rising,냉면,냉면,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|옥수수,2026-04-23,pm,rising,옥수수,옥수수,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|황태채,2026-04-23,pm,rising,황태채,황태채,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|궁채,2026-04-23,pm,rising,궁채,궁채,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|보리굴비,2026-04-23,pm,rising,보리굴비,보리굴비,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|시오콘부,2026-04-23,pm,rising,시오콘부,시오콘부,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|대게,2026-04-23,pm,rising,대게,대게,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|마른오징어,2026-04-23,pm,rising,마른오징어,마른오징어,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|표고버섯,2026-04-23,pm,rising,표고버섯,표고버섯,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|방울토마토,2026-04-23,pm,rising,방울토마토,방울토마토,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|오가피순,2026-04-23,pm,rising,오가피순,오가피순,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|누룽지,2026-04-23,pm,rising,누룽지,누룽지,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|키위,2026-04-23,pm,rising,키위,키위,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|화과자,2026-04-23,pm,rising,화과자,화과자,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|감자20kg,2026-04-23,pm,rising,감자20kg,감자20kg,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|참두릅,2026-04-23,pm,rising,참두릅,참두릅,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|산딸기,2026-04-23,pm,rising,산딸기,산딸기,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|죽순,2026-04-23,pm,rising,죽순,죽순,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|명란젓,2026-04-23,pm,rising,명란젓,명란젓,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|돼지갈비,2026-04-23,pm,rising,돼지갈비,돼지갈비,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|고춧가루,2026-04-23,pm,rising,고춧가루,고춧가루,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|올리브유,2026-04-23,pm,rising,올리브유,올리브유,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|고등어,2026-04-23,pm,rising,고등어,고등어,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|백골뱅이,2026-04-23,pm,rising,백골뱅이,백골뱅이,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|오이지오이,2026-04-23,pm,rising,오이지오이,오이지오이,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|들기름,2026-04-23,pm,rising,들기름,들기름,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|반찬,2026-04-23,pm,rising,반찬,반찬,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|생강청,2026-04-23,pm,rising,생강청,생강청,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|성주참외,2026-04-23,pm,rising,성주참외,성주참외,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|민물장어,2026-04-23,pm,rising,민물장어,민물장어,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|육회,2026-04-23,pm,rising,육회,육회,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|매실청,2026-04-23,pm,rising,매실청,매실청,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|고사리,2026-04-23,pm,rising,고사리,고사리,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|쿠키답례품,2026-04-23,pm,rising,쿠키답례품,쿠키답례품,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|떡,2026-04-23,pm,rising,떡,떡,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|참외10kg,2026-04-23,pm,rising,참외10kg,참외10kg,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|콘드로이친,2026-04-23,pm,rising,콘드로이친,콘드로이친,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|임박,2026-04-23,pm,rising,임박,임박,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|뉴케어구수한맛,2026-04-23,pm,rising,뉴케어구수한맛,뉴케어구수한맛,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|맥심모카골드,2026-04-23,pm,rising,맥심모카골드,맥심모카골드,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|뉴케어,2026-04-23,pm,rising,뉴케어,뉴케어,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|알파cd,2026-04-23,pm,rising,알파cd,알파cd,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|두유,2026-04-23,pm,rising,두유,두유,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|찹쌀누룽지과자,2026-04-23,pm,rising,찹쌀누룽지과자,찹쌀누룽지과자,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|탄산수,2026-04-23,pm,rising,탄산수,탄산수,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|명가삼대떡집,2026-04-23,pm,rising,명가삼대떡집,명가삼대떡집,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|루테인,2026-04-23,pm,rising,루테인,루테인,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|샤오커오라사탕,2026-04-23,pm,rising,샤오커오라사탕,샤오커오라사탕,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|유산균,2026-04-23,pm,rising,유산균,유산균,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|멀티비타민,2026-04-23,pm,rising,멀티비타민,멀티비타민,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|야채도사,2026-04-23,pm,rising,야채도사,야채도사,0.0,0.0,0.0,0.0,1.0,,,,,0.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|하루견과,2026-04-23,pm,rising,하루견과,하루견과,0.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|흑염소진액,2026-04-23,pm,rising,흑염소진액,흑염소진액,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|멸균우유,2026-04-23,pm,rising,멸균우유,멸균우유,0.0,0.0,1.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|콘드로이친1200,2026-04-23,pm,rising,콘드로이친1200,콘드로이친1200,0.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|알부민,2026-04-23,pm,rising,알부민,알부민,0.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|애사비,2026-04-23,pm,rising,애사비,애사비,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|하스카프베리,2026-04-23,pm,rising,하스카프베리,하스카프베리,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|비타민d,2026-04-23,pm,rising,비타민d,비타민d,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|이클립스,2026-04-23,pm,rising,이클립스,이클립스,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|뉴케어당플랜,2026-04-23,pm,rising,뉴케어당플랜,뉴케어당플랜,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|프로폴리스,2026-04-23,pm,rising,프로폴리스,프로폴리스,0.0,0.0,0.0,1.0,1.0,,,,,1.0,1.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|단백질쉐이크,2026-04-23,pm,rising,단백질쉐이크,단백질쉐이크,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|멜라토닌,2026-04-23,pm,rising,멜라토닌,멜라토닌,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|프로바이오틱스,2026-04-23,pm,rising,프로바이오틱스,프로바이오틱스,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
2026-04-23|pm|rising|밀크씨슬,2026-04-23,pm,rising,밀크씨슬,밀크씨슬,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,ready,ready,ready,ready,2026-06-10 12:06:40
